company_name,gmaps_rating,gmaps_reviews,gmaps_status,gmaps_category
მუხა-გ,5.0,0,found,სამშენებლო კომპანია
ნიუ პასაჟი,5.0,0,found,სამშენებლო კომპანია
ნოდო,5.0,0,found,სამშენებლო კომპანია
ნოუბელ მარინერი,5.0,0,found,სამშენებლო კომპანია
ნუგი,5.0,0,open,სამშენებლო კომპანია
ოვალი,5.0,1,found,
რეზორტ დეველოპმენტ სოლუშენ რდს,4.8,0,found,
რომბი ჯგუფი,5.0,0,found,სამშენებლო კომპანია
საბა 2015,5.0,1,found,
სამშენებლო სარესტავრაციო კომპანია დავითი,5.0,0,found,სამშენებლო კომპანია
სოლო,,0,found,სამშენებლო კომპანია
ქარ–სერვისი,5.0,0,open,
ქვები,5.0,0,open,სამშენებლო კომპანია
ქოინჯულარი,5.0,0,found,სამშენებლო კომპანია
ჯეო ბილდი,5.0,0,open,
ჯეორჯიენ გროუპ,5.0,0,found,სამშენებლო კომპანია
G M G Power,5.0,0,found,
MG,5.0,0,found,
TU-KA,5.0,0,found,სამშენებლო კომპანია
აბრისი,5.0,0,found,სამშენებლო კომპანია
ალგეთი,5.0,0,open,სამშენებლო კომპანია
ალგო 2000,5.0,0,found,
ალე კონსტრაქშენ,5.0,0,found,სამშენებლო კომპანია
ალფა ჯგუფი,5.0,0,open,
არადანი,5.0,0,found,სამშენებლო კომპანია
ატლასი,5.0,0,found,
ბიზნეს სტარი,5.0,0,found,სამშენებლო კომპანია
ბილდექს,5.0,0,found,სამშენებლო კომპანია
ბჩ გეორგია,4.4,0,open,
გარდაბნის საგზაო სამმართველო,5.0,0,open,
გგ კაპიტალი,5.0,0,found,
გი–ან 2011,5.0,0,open,სამშენებლო კომპანია
გინა,4.8,0,open,უძრავი ქონების დეველოპერი
გოლდ 777,5.0,0,found,
გონიო 2003,5.0,0,open,სამშენებლო კომპანია
გრინ ფრეიმი,4.8,0,open,
დავით მალაღურაძე,5.0,0,found,სამშენებლო კომპანია
დავით ნასარიძე,5.0,0,open,
დავითი 2018,5.0,0,found,სამშენებლო კომპანია
დავითი კოსტავა,5.0,0,found,სამშენებლო კომპანია
დაიმონდ კონსტრაქშენ,5.0,0,open,სამშენებლო კომპანია
დეა 2006,5.0,0,found,სამშენებლო კომპანია
დი ენდ ეი,5.0,0,found,სამშენებლო კომპანია
დიდუბე მეგა ტრეიდი,5.0,0,found,სამშენებლო კომპანია
დიელი,5.0,0,open,სამშენებლო კომპანია
დინი დეველოპმენტი,5.0,0,open,სამშენებლო კომპანია
ეი ბი სი ქონსთრაქშენ,5.0,0,open,სამშენებლო კომპანია
ელიტ ინვესტი,5.0,0,open,უძრავი ქონების დეველოპერი
ენ–დი როუდი,5.0,0,open,სამშენებლო კომპანია
ეტალონი – 2007,4.0,0,open,
ვი ქეი ენერჯი,4.6,0,open,
თბილისი სითი,5.0,0,open,უძრავი ქონების დეველოპერი
იბერია–ჯ,5.0,0,found,სამშენებლო კომპანია
იბერიის ვარსკვლავი,5.0,0,found,სამშენებლო კომპანია
იდეალმშენი,5.0,0,found,სამშენებლო კომპანია
კვადრელი,5.0,0,found,სამშენებლო კომპანია
კონსული,5.0,0,found,სამშენებლო კომპანია
კორონი,5.0,0,open,სამშენებლო კომპანია
კოწიწაშვილი და კომპანია,5.0,0,found,სამშენებლო კომპანია
კუბიკები,4.8,22,found,
კუბიქს დეველოპმენტი,5.0,0,open,სამშენებლო კომპანია
ლ. ვ. სტანდარტ ჯგუფი საქართველო,5.0,0,open,სამშენებლო კომპანია
ლ.კ. კომპანი,5.0,0,found,სამშენებლო კომპანია
ლაქი ქონსთრაქშენი,5.0,0,open,სამშენებლო კომპანია
ლინიუმი,5.0,0,found,სამშენებლო კომპანია
მ & ნ,5.0,0,open,სამშენებლო კომპანია
მალხაზი ქორიძე,5.0,3,found,
მანანი,5.0,0,found,სამშენებლო კომპანია
მარსი–მმ ოცდამეერთე,5.0,0,found,
მეოხი,5.0,0,open,
მეტრი,5.0,0,open,
მეტრო მეფ,,0,open,უძრავი ქონების დეველოპერი
მონოლითი 2005,5.0,0,found,
მონოლითი-2,5.0,0,found,
მშენებელი 2012,5.0,0,found,სამშენებლო კომპანია
მშენკომპლექსი,5.0,0,found,სამშენებლო კომპანია
ნათება +,5.0,0,open,
ნიუ სითი,5.0,0,open,სამშენებლო კომპანია
ნოვა ჰოლდინგ,4.4,0,open,building materials
საგზაო სამშენებლო სამმართველო №1,5.0,0,found,სამშენებლო კომპანია
სამშენებლო რეკრუიტინგული კომპანია,5.0,0,found,სამშენებლო კომპანია
სამშენებლო საწარმო გაერთიანება იმერეთი,5.0,0,found,სამშენებლო კომპანია
სან ჰაუსი,5.0,0,open,
საქართველოს სამშენებლო კომპანია,5.0,0,found,სამშენებლო კომპანია
სერგო ჩანგელია,5.0,0,found,
სი ეიჩ კონსტრაქშენ,4.3,3,found,
სტუდიო დეველოპმენტი,5.0,0,open,
ტენდექსი,5.0,0,found,სამშენებლო კომპანია
ტექ–მედია,5.0,0,found,სამშენებლო კომპანია
ქუიქ სერვისი,5.0,0,open,
შარა–გზამშენი პირველი,5.0,0,found,სამშენებლო კომპანია
ჯ და ჯ,5.0,0,open,სამშენებლო კომპანია
ჯიმშერი გეწაძე,5.0,0,found,სამშენებლო კომპანია
ჯორჯთაუნ,5.0,0,found,
ჯორჯიან დეველოპმენტ გრუპ,5.0,0,open,სამშენებლო კომპანია
BREND STILE,5.0,0,found,
EXINPRO LTD შპს ექსინპრო,5.0,0,found,სამშენებლო კომპანია
EXTER-GEORGIA,5.0,0,open,
აგრომშენ გრუპი,5.0,0,found,სამშენებლო კომპანია
ავთანდილი ფიცხელაური,5.0,0,open,
ავტოგრაფი პეკინი,4.3,0,open,
ალ ტი ბილდი,5.0,0,found,
ალთა გრუპ,5.0,0,found,სამშენებლო კომპანია
ალმე,5.0,0,found,სამშენებლო კომპანია
არკა,5.0,0,open,სამშენებლო კომპანია
არჩილ მუჯირიშვილი,5.0,0,found,
არწივანი,5.0,0,found,სამშენებლო კომპანია
აქსონი,5.0,0,open,სამშენებლო კომპანია
ბეროინი,5.0,0,found,სამშენებლო კომპანია
ბეტა ფროფერთიზ,5.0,0,found,სამშენებლო კომპანია
ბილდერი,4.4,0,found,
გ და თ,5.0,0,found,სამშენებლო კომპანია
გეგა,5.0,0,open,სამშენებლო კომპანია
გიორგი,5.0,0,open,სამშენებლო კომპანია
გლობალჰაუს,5.0,0,open,
გოლდენ თაუერ,5.0,0,open,უძრავი ქონების დეველოპერი
დებეტი,5.0,0,found,სამშენებლო კომპანია
დეკო 21,5.0,0,open,
დესინ ესპას,5.0,0,found,სამშენებლო კომპანია
ელ ბი +,5.0,0,found,სამშენებლო კომპანია
ელ დი,5.0,0,found,
ელმა,4.6,20,found,
ერისიმედი,5.0,0,open,
ეტალონი,5.0,0,found,სამშენებლო კომპანია
ეფლაინი,5.0,0,found,სამშენებლო კომპანია
ვატო,5.0,0,open,
ზაქარია წიქარაძე,5.0,0,found,სამშენებლო კომპანია
თბომშენი,5.0,0,open,სამშენებლო კომპანია
თერგი,5.0,0,open,უძრავი ქონების დეველოპერი
იენსი ჯგუფი,5.0,0,open,სამშენებლო კომპანია
იესე ზედგინიძე,5.0,0,found,სამშენებლო კომპანია
ივერია ჯგუფი,5.0,0,found,სამშენებლო კომპანია
ივერიამშენ-პლიუსი,5.0,0,found,სამშენებლო კომპანია
ინოვაციური სამშენებლო კომპანია,5.0,0,open,
კანოე,5.0,0,open,
კომპანია კრისტალი,5.0,0,found,
კომპანია ნიკედო,5.0,0,found,სამშენებლო კომპანია
კომპლექსი,5.0,0,found,სამშენებლო კომპანია
კრწანისი ვილა რეზიდენსი KRTSANISI VILLA RESIDENCE,4.8,0,found,
ლევან მოდებაძე,5.0,0,found,სამშენებლო კომპანია
ლექსო კიზირია,5.0,0,open,უძრავი ქონების დეველოპერი
ლიბო,5.0,0,found,
ლიბრა ქონსტრაქშენი,4.8,4,found,
ლილო რენტალი,4.8,0,open,
ლიმ კონსტრაქშენი,5.0,0,open,სამშენებლო კომპანია
მალხაზი ქასრაშვილი,4.2,6,found,
მარდიელი ჰაუსი,5.0,1,found,
მეგაბილდ,5.0,0,found,სამშენებლო კომპანია
მენო ინტერნეიშენალ,5.0,0,found,სამშენებლო კომპანია
მიმდემი,5.0,0,found,სამშენებლო კომპანია
მოდერნ ბილდინგ კომპანი,5.0,0,open,უძრავი ქონების დეველოპერი
მოდერნ კონსტრაქშენ,5.0,0,open,
მომავლის ხედვა,5.0,0,found,სამშენებლო კომპანია
მშენებელი 2017,5.0,0,found,სამშენებლო კომპანია
ნერჯ,5.0,0,open,
ნიკა 2014,5.0,0,open,
ნიუ იდეა,5.0,0,open,
ნიუ ჰაუსი,5.0,0,open,სამშენებლო კომპანია
ნუკო +,5.0,0,open,
ორექსუს ქონსთრაქშენი,5.0,0,open,სამშენებლო კომპანია
პავლე ქუშაშვილი,5.0,0,found,სამშენებლო კომპანია
პარამეტრი,5.0,0,found,სამშენებლო კომპანია
პარმაღი,5.0,0,found,სამშენებლო კომპანია
პროგრესი +,,0,not_found,
ჟინვალი,5.0,0,found,სამშენებლო კომპანია
რუსთავი დეველოპმენტი,5.0,0,open,უძრავი ქონების დეველოპერი
სამშენებლო კომპანია ევროპა,5.0,0,found,სამშენებლო კომპანია
საქართველოს მომავალი,5.0,0,found,სამშენებლო კომპანია
სითი და კოს,5.0,0,found,სამშენებლო კომპანია
სოლი,,0,found,სამშენებლო კომპანია
სპეცმონოლითი,5.0,0,found,სამშენებლო კომპანია
სტარტი,4.9,0,open,
ტექნოვინი,5.0,0,found,სამშენებლო კომპანია
ტროპოს,5.0,0,open,უძრავი ქონების დეველოპერი
ულტრა დეველოპმენტი,5.0,0,open,უძრავი ქონების დეველოპერი
ქუთაისი 2016,5.0,0,open,სამშენებლო კომპანია
ქუთაისწყალმშენი,5.0,0,found,სამშენებლო კომპანია
ჩაინა თიანჩენ ინჯინიერინგ ქორფორეიშენის ფილიალი საქართველოში,5.0,3,found,
ჯეო ეფექტი,5.0,0,found,სამშენებლო კომპანია
ჯიენსი ჯგუფი,5.0,0,open,სამშენებლო კომპანია
ჰეადერ კონსტრაქშენ,5.0,0,found,სამშენებლო კომპანია
ჰილალ ჩევრე დუზენლემე თემიზლიქ თაჰჰუთ თიჯარეთ ვე ნაქლიე-ს საქართველოს ფილიალი,5.0,0,found,
ჰომექს,5.0,0,open,
New ალგეთი,5.0,0,open,
აბე პლუსი,5.0,0,found,
ახალი სამშენებლო,5.0,0,found,
ახალი სერვისი,5.0,0,found,
ბასილონ გლობალ სერვის,5.0,0,found,სამშენებლო კომპანია
ბი ელ ბილდინგ,5.0,0,found,
ბილდინგ სოლუშენს,5.0,0,found,სამშენებლო კომპანია
გახა ჭეჟია,5.0,0,open,
გევა,4.3,70,found,
გელა გიორგაია,5.0,0,found,სამშენებლო კომპანია
გენადი ემირიძე,5.0,0,open,უძრავი ქონების დეველოპერი
გზა2020,5.0,0,open,
გიორგი სამიტაშვილი,5.0,0,open,სამშენებლო კომპანია
გიორგი ჩიტიძე,5.0,0,open,სამშენებლო კომპანია
გრანდ ბილდინგ სერვისი,5.0,0,open,უძრავი ქონების დეველოპერი
გრანუმი,5.0,0,found,სამშენებლო კომპანია
დავითი2012,5.0,0,found,სამშენებლო კომპანია
დეკა,4.9,11,found,
დემე,5.0,0,found,
დრო,5.0,0,open,სამშენებლო კომპანია
დურუ,4.3,0,open,
ეი თი ვი,5.0,0,found,სამშენებლო კომპანია
ემ.ემ.თე.ჯგუფი,5.0,0,found,სამშენებლო კომპანია
ემდი ჯგუფი,5.0,0,found,სამშენებლო კომპანია
ენ ეს გრუპი,5.0,0,open,სამშენებლო კომპანია
ერისი ჯგუფი,5.0,0,open,უძრავი ქონების დეველოპერი
ვასილ შუბლაძე,5.0,0,open,
ვი-ენი,5.0,0,open,
თა ჯგუფი,5.0,0,open,სამშენებლო კომპანია
თამაზი თედორაძე,5.0,0,found,სამშენებლო კომპანია
თეთრი კარკასი,5.0,0,open,სამშენებლო კომპანია
თელავმშენი,5.0,0,open,სამშენებლო კომპანია
თენგო+,5.0,0,found,სამშენებლო კომპანია
ირლანი,5.0,0,found,სამშენებლო კომპანია
კაპიტელი,5.0,0,found,სამშენებლო კომპანია
კოხტა უბანი,4.4,0,open,სამშენებლო კომპანია
კრეატ,5.0,0,open,სამშენებლო კომპანია
კუბი,5.0,0,found,
ლადო ოდიკაძე,5.0,0,found,სამშენებლო კომპანია
ლუსენითო,5.0,0,found,სამშენებლო კომპანია
მიკო ბილდინგი,5.0,0,found,სამშენებლო კომპანია
მპრ-ქონსტრაქშენი,5.0,0,open,
მშენებელი 2021,5.0,0,found,სამშენებლო კომპანია
მშენებელი 4,5.0,0,open,
მშენებელი 777–7,5.0,0,found,
ნიკა ლილუაშვილი,5.0,0,open,
პარაბოლა,5.0,0,found,სამშენებლო კომპანია
პირამიდა+777,5.0,0,open,
პრაიმ გრუპი,4.7,0,open,სამშენებლო კომპანია
რამაზ ჩაფიჩაძე,5.0,0,found,სამშენებლო კომპანია
რედელფი ჯგუფი,5.0,0,found,სამშენებლო კომპანია
როშკა,5.0,0,found,
სამშენებლო კომპანია სურმანიძეები,5.0,0,found,სამშენებლო კომპანია
საქართველოს კომპანია 1,5.0,0,open,სამშენებლო კომპანია
სერვისი 2015,4.5,0,found,
ტაო-ტბელი,5.0,0,found,სამშენებლო კომპანია
ტერა TERRA,4.8,0,open,სამშენებლო კომპანია
ტოტალ,5.0,0,open,
ქისთოუნ დეველოპმენტი,4.5,0,open,construction company
შემოქმედი,5.0,0,found,სამშენებლო კომპანია
შენება2023,5.0,0,open,
ჩაინა ნუქლეარ ინდასტრი 23 ქონსტრაქშენ კო–ს ფილიალი საქართველოში,5.0,0,found,სამშენებლო კომპანია
ცოტნე,5.0,0,found,სამშენებლო კომპანია
ძველი თბილისის განვითარების ჯგუფი,3.4,10,found,
ხურო 2020,5.0,0,open,სამშენებლო კომპანია
ჯაბა დვალიშვილი,5.0,0,open,სამშენებლო კომპანია
ჯეი ქეი გრუპ,5.0,0,open,სამშენებლო კომპანია
ჯეო აპარტმენტ პლიუს,5.0,0,open,სამშენებლო კომპანია
ჯეო მონტაჟი,5.0,0,open,
ჯეოპრესტიჟი,5.0,0,open,
ჯი ენდ თი ბილდინგი,5.0,0,found,
ჯიი XXI,5.0,0,open,უძრავი ქონების დეველოპერი
ჯმს 4,5.0,0,found,
აბასთუმანი ესთეით,4.3,0,open,
აიემჯი-მ,5.0,0,open,სამშენებლო კომპანია
ანგი-56,5.0,0,open,
აპოგეა+,5.0,0,found,
არაყიშვილი 18,5.0,0,found,სამშენებლო კომპანია
ბ.პ. გრუპ,5.0,0,found,სამშენებლო კომპანია
ბი.ჯი.ქონსთრაქშენ,5.0,0,open,
ბიარსი,5.0,0,found,სამშენებლო კომპანია
ბრიკოსი,5.0,0,open,სამშენებლო კომპანია
ბუილდერ 21,5.0,0,open,
გენ კონსტრაქშენ,5.0,0,open,სამშენებლო კომპანია
გეოარს,5.0,0,open,უძრავი ქონების დეველოპერი
გია ბაწილაშვილი,5.0,0,open,
გილემი,5.0,0,found,სამშენებლო კომპანია
გიორგი ჯინო 1972,5.0,0,found,
გოლდგროუპ 2013,5.0,0,open,უძრავი ქონების დეველოპერი
გოჩა ვასაძე,5.0,0,found,სამშენებლო კომპანია
გრანდი ჯგუფი,5.0,0,open,
გრაპა,5.0,0,found,სამშენებლო კომპანია
დია კონსტრაქშენ კომპანი,5.0,0,found,სამშენებლო კომპანია
დიმისი,5.0,0,found,სამშენებლო კომპანია
დიმიტრი თედიაშვილი,5.0,0,open,სამშენებლო კომპანია
დიმიტრი ნოზაძე,5.0,0,found,სამშენებლო კომპანია
ევრა 2020,5.0,0,found,სამშენებლო კომპანია
ელექტროქსელმშენი,5.0,0,open,სამშენებლო კომპანია
ვაჟა ზაქარაძე,5.0,0,found,სამშენებლო კომპანია
ველ ბილთი,5.0,0,found,სამშენებლო კომპანია
ვესტ,5.0,0,open,
ზურაბი მგელაძე,5.0,0,found,
თ.ლ.თ,5.0,0,open,სამშენებლო კომპანია
თემური ბერიაშვილი,5.0,0,found,სამშენებლო კომპანია
თორნიკე დავლაძე,5.0,0,found,
იერი,5.0,0,open,
ინფრაკონ,5.0,0,open,სამშენებლო კომპანია
იოსებ გოგოლაძე,5.0,0,found,სამშენებლო კომპანია
კად-მ ჯგუფი,5.0,0,found,სამშენებლო კომპანია
კაპიტონ კაკულია,5.0,0,found,სამშენებლო კომპანია
კახაბერ ოქრუაშვილი,5.0,0,open,
კერაკო,5.0,0,open,
კლასი,5.0,0,open,სამშენებლო კომპანია
კოდი 2019,5.0,0,found,სამშენებლო კომპანია
კოლოსეო არენა,4.6,0,open,
კრწანისი 2019,5.0,0,open,
ლდ ესთეითს,4.8,0,open,
ლექს ბილდინგი,5.0,0,open,უძრავი ქონების დეველოპერი
ლმ,5.0,0,open,
მასტერ სერვისი,5.0,0,open,
მასტერი,5.0,0,open,
მოურავი,5.0,0,found,სამშენებლო კომპანია
მშენებელი 2016,5.0,0,open,
მშენებელი 7,5.0,0,found,
მშენებლობა და პროექტირება,5.0,0,found,სამშენებლო კომპანია
ნუგო 3000,,0,found,building materials
ოლიმპო,5.0,1,found,
ოლტა,5.0,0,open,სამშენებლო კომპანია
პავლე სვიანაძე,5.0,0,found,სამშენებლო კომპანია
პერსპექტივა,,0,open,
პლაზმა,5.0,3,found,
პროგრესი,5.0,0,found,სამშენებლო კომპანია
რაზდანი,5.0,0,found,სამშენებლო კომპანია
რიონი 2015,,0,found,
სამშენებლო კომპანია დავითი,5.0,0,found,სამშენებლო კომპანია
სამშენებლო კომპანია თელავი,5.0,0,found,სამშენებლო კომპანია
სერვის ჯორჯია,5.0,0,open,სამშენებლო კომპანია
სითი რეალ ისთეით,5.0,0,open,სამშენებლო კომპანია
სოლო თბილისი,4.9,0,open,
უჯაბნი,5.0,0,found,სამშენებლო კომპანია
ფიცხა,5.0,0,found,სამშენებლო კომპანია
ქართლი,5.0,0,found,სამშენებლო კომპანია
ქეი ენდ ეს,5.0,0,found,
შაქრო მოსიძე,5.0,3,found,
შენება +,5.0,0,found,სამშენებლო კომპანია
შვედური,5.0,0,open,
შოთა კვიჟინაძე,5.0,0,found,სამშენებლო კომპანია
შორენა თაბაგარი,5.0,0,found,სამშენებლო კომპანია
ჯენერეიშენ ბილდერს ჯბ საქართველო,1.0,1,found,
ჯეო ქონსთრაქშენი,5.0,0,open,
ჯი ბი ჯი,5.0,0,open,უძრავი ქონების დეველოპერი
აგრ,5.0,0,found,სამშენებლო კომპანია
ავანგარდ ბაი ორბი,5.0,15,found,
ალექსი ვარძელაშვილი,5.0,0,found,სამშენებლო კომპანია
ალტაირი - XXI,5.0,0,found,სამშენებლო კომპანია
აღმაშენებელი-XXI,5.0,0,open,
ახალი სამშენებლო კომპანია,5.0,0,found,სამშენებლო კომპანია
ბაგრატიონი-26,4.9,0,found,
ბერიკა,5.0,0,found,
ბექა ტოკლიკიშვილი,5.0,0,open,უძრავი ქონების დეველოპერი
ბულატი,4.7,0,found,
ბულვარ გარდენ ქი,5.0,0,open,
გ.ნ.,5.0,0,found,
გდმ ჰოლდინგი,5.0,0,open,უძრავი ქონების დეველოპერი
გიგა გოგია,5.0,0,open,სამშენებლო კომპანია
გრანდ კონცეპტი,5.0,0,open,
გუჯა,5.0,0,open,სამშენებლო კომპანია
დანი ქონსთრაქშენ,5.0,0,found,სამშენებლო კომპანია
დოლერიტი,5.0,0,open,
ეი+ბილდინგსი,5.0,0,found,სამშენებლო კომპანია
ე–კონი,5.0,0,open,სამშენებლო კომპანია
ელია,5.0,0,found,
ზაზა 72,5.0,0,open,
თელა,5.0,0,found,სამშენებლო კომპანია
ივსინო,5.0,0,found,სამშენებლო კომპანია
კარიბჭე-2015,5.0,0,found,სამშენებლო კომპანია
ლ.მ.ნ. ჯგუფი,5.0,0,open,სამშენებლო კომპანია
ლაზარე,5.0,0,open,
ლეგია,5.0,4,found,
ლევან ჩხეიძე,5.0,0,found,სამშენებლო კომპანია
მასტერ ზუგდიდი,5.0,0,open,
მლტ გროუფ,5.0,0,open,
მშენებელი 2020,5.0,0,found,სამშენებლო კომპანია
მშენებელი-2020,5.0,0,found,სამშენებლო კომპანია
მწვანე სახლი სამშენებლო,5.0,0,found,
ნიუ ბილდერსი,5.0,0,open,
ნიუ დეველოპერი,4.0,1,found,
ომიკრონი,5.0,0,open,სამშენებლო კომპანია
რამაზ კაჭკაჭაშვილი,5.0,0,found,სამშენებლო კომპანია
როუდ ბილდერი,5.0,0,found,სამშენებლო კომპანია
საჩი,5.0,0,open,
სებ გრუპი,5.0,0,open,სამშენებლო კომპანია
სტანდარტი B,5.0,0,found,სამშენებლო კომპანია
სფრინგ კონსტრაქშენი,5.0,0,found,სამშენებლო კომპანია
სხალთა,5.0,0,found,სამშენებლო კომპანია
ტრანს ფოურ,5.0,0,open,
უნისტ ჯორჯია,5.0,0,found,
შალვა აფრიდონიძე,5.0,0,found,სამშენებლო კომპანია
ხარისხი,5.0,0,found,
ჯი ეს პი,4.7,0,open,
ალუდა დაიაური,5.0,0,open,უძრავი ქონების დეველოპერი
არეა ენთერფრაისის,5.0,2,found,
ახალი კონსტრუქცია,5.0,0,found,
გზების და მშენებლობის ჯგუფი,5.0,0,open,
გრინ ფას,4.8,0,open,
დიოზერი,5.0,0,open,
ელიტ ბილდინგ კომპანი,5.0,32,found,
ენ ჯი კონსტრაქშენ,5.0,0,found,სამშენებლო კომპანია
ერქვანი,5.0,0,found,სამშენებლო კომპანია
იმერეთი2017,5.0,0,open,
იქს კვადრატი,5.0,0,open,უძრავი ქონების დეველოპერი
კ და გ,5.0,0,found,
ლდ. გროუპ,5.0,0,found,სამშენებლო კომპანია
მარ–41,,0,found,
მარკა,5.0,0,open,
ნიკოლოზი აბრამიშვილი,5.0,0,found,სამშენებლო კომპანია
ნიუ ჯგუფი,5.0,0,found,
პრაგმა2,5.0,0,found,სამშენებლო კომპანია
სამება,5.0,0,found,სამშენებლო კომპანია
უსაფრთხო გზა,5.0,0,found,
ფაინ შალეს,5.0,0,found,სამშენებლო კომპანია
ქართული სახლი,4.6,864,found,
ჩიხურა,5.0,0,open,
ავალონ ჯგუფი,5.0,0,found,
ბილდინგ გრუპ პარტნიორი,,0,open,სამშენებლო კომპანია
გბგ უნივერსალ,5.0,0,open,სამშენებლო კომპანია
გლდანი-ვარკეთილის ურბანული განვითარების ფონდი,5.0,0,open,
გრანდ თაუერი,4.5,12,found,
ევრაზიან ბილდერს,5.0,0,found,სამშენებლო კომპანია
ელეფანტს,5.0,0,found,სამშენებლო კომპანია
ვახტანგი დალაქიშვილი,5.0,0,found,სამშენებლო კომპანია
თდდ,5.0,0,found,სამშენებლო კომპანია
თომსონ ენდ სანს,5.0,0,found,სამშენებლო კომპანია
ლაქშერი ჰაუს,5.0,0,open,
ლიკ დეველოპმენტი,5.0,0,found,სამშენებლო კომპანია
ნუგზარი ჯიბუტი,5.0,0,found,სამშენებლო კომპანია
ობონატო,5.0,0,found,სამშენებლო კომპანია
სხალთა 2007,5.0,0,found,სამშენებლო კომპანია
უაით გრუფი,5.0,0,open,სამშენებლო კომპანია
წალენჯიხის საგზაო სამმართველო,4.3,0,found,
ჯორჯიანვეი,5.0,0,found,
ჰიდრომშენი,5.0,0,found,სამშენებლო კომპანია
ბილდინგი,4.3,3,found,
მშენებელი აგარა,5.0,0,found,სამშენებლო კომპანია
ნიუკონსი,5.0,0,found,სამშენებლო კომპანია
ჩხაო,5.0,0,found,სამშენებლო კომპანია
ნოვიტეკი,5.0,0,open,
ხრამის კასკადი,5.0,0,found,
ბენუ,5.0,0,found,სამშენებლო კომპანია
სქაი ჰაუსი ვარკეთილი,5.0,0,open,სამშენებლო კომპანია
ბეღლეთი 2023,,0,found,
ნარინე სუკიასიან - სათხა ნეტ,5.0,3,found,
უნივერსალი,5.0,0,open,
სკალა ვან ჰოლდინგ,4.7,0,open,უძრავი ქონების დეველოპერი
ჩვენი ჯგუფი,5.0,0,open,სამშენებლო კომპანია
პილარ ქონსთრაქშენ,5.0,1,found,
ალბი კონსტრაქმშენი,5.0,0,found,სამშენებლო კომპანია
ენდიჯი გრუპი,5.0,0,open,სამშენებლო კომპანია
ჯრუჭი,,0,found,
ინტერ კონსტრაქშენი,5.0,0,found,სამშენებლო კომპანია
გები კონსტრაქშენი,4.0,4,found,
იქსი,5.0,0,found,სამშენებლო კომპანია
უნივერსალ ქონსთრაქშენი,5.0,0,found,სამშენებლო კომპანია
აიშენე სახლი,5.0,0,open,სამშენებლო კომპანია
ვერესთან,5.0,0,open,
არჯიესეს,5.0,0,found,სამშენებლო კომპანია
ვრ კონტრაქშენი,5.0,0,found,უძრავი ქონების დეველოპერი
ლიდერ-ბილდინგი 2022,5.0,0,found,სამშენებლო კომპანია
ევრო ჯგუფი,5.0,0,open,სამშენებლო კომპანია
მეგა უნივერსალი,5.0,0,open,
ნიუ დეველოპმენტ,4.0,1,found,
სარ–კო,5.0,0,open,
გ-თ კომპანი,5.0,0,open,
ერა–ჯგუფი,5.0,0,open,
რეტრო დეველოპმენტი,5.0,0,found,სამშენებლო კომპანია
დუდუ +,5.0,0,open,სამშენებლო კომპანია
იბერია 21,5.0,0,found,სამშენებლო კომპანია
ურბან დეველოპმენტ,5.0,0,open,
777,5.0,0,found,
ზეგაანი,5.0,0,open,
თელაგი,4.8,0,open,სამშენებლო კომპანია
თი ენდ გრუპ,5.0,0,found,სამშენებლო კომპანია
იმკა,5.0,0,found,სამშენებლო კომპანია
ლეგა,4.9,0,open,building materials
ნი–მარი,5.0,0,open,
სტრატეგია,5.0,0,open,სამშენებლო კომპანია
საირმე პალასი,4.8,0,open,
თექეშინლერი – ს ზუგდიდის ფილიალი,5.0,0,open,
სამშენებლო კომპანია ნიკე,5.0,0,open,
ნიუსტაილი,5.0,1,found,
121–ა,5.0,0,open,
AGRI SBS GROUP,5.0,0,open,
BATUMI-CITY,5.0,0,found,სამშენებლო კომპანია
C.C. Georgia,5.0,0,open,სამშენებლო კომპანია
DT ENGINEERING,5.0,0,open,
DUDCONSTRUCTION,5.0,0,open,სამშენებლო კომპანია
ESMA TRADING,5.0,0,open,
Georgian Greek Construction & Trading co,5.0,0,open,
GEO–მშენი 2012,5.0,0,open,სამშენებლო კომპანია
GMG,5.0,0,found,
Green Cape,5.0,0,found,
Hepesto,5.0,0,found,სამშენებლო კომპანია
IMPROVIZATOR იმპროვიზატორი,5.0,0,open,
IND-GEO TRADING GROUP,4.5,0,open,სამშენებლო კომპანია
LG კაპიტალი,5.0,0,found,სამშენებლო კომპანია
M & B,5.0,0,open,სამშენებლო კომპანია
MLG ქონსთრაქშენ გრუპ,5.0,0,found,სამშენებლო კომპანია
NAREM CBM,5.0,0,found,სამშენებლო კომპანია
NEW SPACE ნიუ სპეის,4.0,24,found,
PHOENIX,4.2,0,open,
ProCon,5.0,0,found,სამშენებლო კომპანია
RSP–40,5.0,0,found,სამშენებლო კომპანია
T N LIGHT,4.5,0,open,
TS Company,5.0,0,found,სამშენებლო კომპანია
Tur.az,5.0,0,found,სამშენებლო კომპანია
XXII საუკუნე,5.0,0,found,სამშენებლო კომპანია
XXI–საუკუნე,,0,not_found,
ა.მ.შ. 001,5.0,0,open,
აგ ენერგო,5.0,0,found,სამშენებლო კომპანია
აგრაფი,5.0,0,open,
ადამ–ინტერნაციონალი,5.0,0,found,სამშენებლო კომპანია
ავტოგზა – 2000,4.8,0,found,სამშენებლო კომპანია
აირი 2011,5.0,0,open,უძრავი ქონების დეველოპერი
აკო,5.0,0,open,
არგო,5.0,0,open,
